Symbol,Name,High,Low,Close,Volume,URL
ETHR,Ether Unhedg ETF,12.45,11.89,11.94,31208,http://eoddata.com//stockquote/TSX/ETHR.htm
ETHR.U,Ether ETF USD,12.13,11.67,11.67,16474,http://eoddata.com//stockquote/TSX/ETHR.U.htm
ETHX.B,CI Galaxy Unhedg Ethereum ETF,12.76,12.17,12.23,382430,http://eoddata.com//stockquote/TSX/ETHX.B.htm
ETHX.U,CI Galaxy Ethereum ETF USD,12.57,11.93,12.01,1374273,http://eoddata.com//stockquote/TSX/ETHX.U.htm
ETHY,Purpose Ether Yield ETF,5.87,5.58,5.61,134716,http://eoddata.com//stockquote/TSX/ETHY.htm
ETHY.B,Purpose Ether Yield ETF,6.42,6.15,6.16,32788,http://eoddata.com//stockquote/TSX/ETHY.B.htm
ETHY.U,Purpose Ether Yield ETF USD,5.6,5.55,5.55,1280,http://eoddata.com//stockquote/TSX/ETHY.U.htm
ETP,First Trust Global Risk Managed Inc ETF,18.58,18.58,18.58,1700,http://eoddata.com//stockquote/TSX/ETP.htm
ETP.A,First Trust Glb Risk Managed Inc ETF AC,19.03,19.03,19.03,100,http://eoddata.com//stockquote/TSX/ETP.A.htm
EUR,First Trust Alphadex Euro Div ETF,23.31,23.31,23.31,750,http://eoddata.com//stockquote/TSX/EUR.htm
EVT,Economic Investment,131.5,131.5,131.5,121,http://eoddata.com//stockquote/TSX/EVT.htm
EXE,Extendicare Inc,7.65,7.56,7.59,99577,http://eoddata.com//stockquote/TSX/EXE.htm
EXE.DB.C,Extendicare Inc 5 Pct Debs,101.5,101.4,101.4,10000,http://eoddata.com//stockquote/TSX/EXE.DB.C.htm
EXN,Excellon Resources Inc,1.01,0.96,1.01,25466,http://eoddata.com//stockquote/TSX/EXN.htm
EXRO,Exro Technologies Inc,1.31,1.24,1.3,229758,http://eoddata.com//stockquote/TSX/EXRO.htm
FAF,Fire & Flower Holdings Corp,4.93,4.78,4.88,25158,http://eoddata.com//stockquote/TSX/FAF.htm
FAI,CI First Asset Utility & Infra ETF,13.35,13.33,13.35,956,http://eoddata.com//stockquote/TSX/FAI.htm
FAO,CI First Asset Active Credit ETF,8.2,8.17,8.17,1350,http://eoddata.com//stockquote/TSX/FAO.htm
FAP,Aberdeen Asia-Pacific Income Invest Ltd,3.09,3.07,3.07,53628,http://eoddata.com//stockquote/TSX/FAP.htm
FAR,Foraco International Sa,2.15,2.1,2.11,8356,http://eoddata.com//stockquote/TSX/FAR.htm
FBGO,Franklin Brandywine Glbl Sust Act ETF,18.98,18.98,18.98,100,http://eoddata.com//stockquote/TSX/FBGO.htm
FBT,First Trust NYSE Arca Biotechnology ETF,23.13,23.13,23.13,244,http://eoddata.com//stockquote/TSX/FBT.htm
FBTC,Fidelity Advantage Bitcoin ETF,16.86,16.21,16.27,4975,http://eoddata.com//stockquote/TSX/FBTC.htm
FBTC.U,Fidelity Advantage Bitcoin ETF USD,12.94,12.76,12.88,3000,http://eoddata.com//stockquote/TSX/FBTC.U.htm
FC,Firm Capital Mortgage Inv. Corp,14.3,14.16,14.22,36157,http://eoddata.com//stockquote/TSX/FC.htm
FC.DB.E,Firm Cap Mtg Invest Corp 5.30 Pct Debs,101.5,101.5,101.5,85000,http://eoddata.com//stockquote/TSX/FC.DB.E.htm
FC.DB.G,Firm Capital Mortgage Inv 5.20 Pct Debs,101.0,101.0,101.0,9000,http://eoddata.com//stockquote/TSX/FC.DB.G.htm
FC.DB.H,Firm Capital Mortgage 5.30 Pct Debs,101.0,101.0,101.0,4000,http://eoddata.com//stockquote/TSX/FC.DB.H.htm
FC.DB.I,Firm Capital Mtg Inv Corp 5.40 Pct Debs,102.0,102.0,102.0,5000,http://eoddata.com//stockquote/TSX/FC.DB.I.htm
FC.DB.J,Firm Capital Mtg Inv Corp 5.5 Pct Debs,104.0,104.0,104.0,25000,http://eoddata.com//stockquote/TSX/FC.DB.J.htm
FC.DB.K,Firm Capital Mrtg Invest Corp 5 Pct Debs,101.0,101.0,101.0,56000,http://eoddata.com//stockquote/TSX/FC.DB.K.htm
FC.DB.L,Firm Capital Mrtg Invest Corp 5 Pct Debs,99.5,99.49,99.5,16000,http://eoddata.com//stockquote/TSX/FC.DB.L.htm
FCCB,Fidelity Systematic CDN Bond Index ETF,23.91,23.9,23.91,2800,http://eoddata.com//stockquote/TSX/FCCB.htm
FCCD,Fidelity CDN High Div Index ETF,30.19,29.94,29.94,1499,http://eoddata.com//stockquote/TSX/FCCD.htm
FCCL,Fidelity Canadian Low Vol Index ETF,32.08,32.08,32.08,250,http://eoddata.com//stockquote/TSX/FCCL.htm
FCCM,Fidelity Canadian Momentum Index ETF,10.05,10.04,10.05,1668,http://eoddata.com//stockquote/TSX/FCCM.htm
FCCQ,Fidelity Canadian High Quality Index ETF,31.21,31.21,31.21,1000,http://eoddata.com//stockquote/TSX/FCCQ.htm
FCCV,Fidelity Canadian Value Index ETF,13.83,13.63,13.7,50998,http://eoddata.com//stockquote/TSX/FCCV.htm
FCGB,Fidelity Global Core Plus Bond ETF,24.3,24.21,24.27,15663,http://eoddata.com//stockquote/TSX/FCGB.htm
FCGB.U,Fidelity Global Core Plus Bond ETF USD,19.13,19.1,19.1,900,http://eoddata.com//stockquote/TSX/FCGB.U.htm
FCGI,Fidelity Global Monthly High Income ETF,12.92,12.92,12.92,2000,http://eoddata.com//stockquote/TSX/FCGI.htm
FCHH,Fidelity Systematic US HI Yld Bd Cn ETF,23.97,23.97,23.97,203,http://eoddata.com//stockquote/TSX/FCHH.htm
FCHY,Fidelity Systematic US High Yld Bond ETF,23.76,23.58,23.76,2400,http://eoddata.com//stockquote/TSX/FCHY.htm
FCID,Fidelity Intl High Dividend Index ETF,24.4,24.4,24.4,1076,http://eoddata.com//stockquote/TSX/FCID.htm
FCIG,Fidelity Global Investment Grade Bnd ETF,24.43,24.43,24.43,1203,http://eoddata.com//stockquote/TSX/FCIG.htm
FCIG.U,Fidelity Global Investmnt Gr Bnd ETF USD,19.27,19.27,19.27,600,http://eoddata.com//stockquote/TSX/FCIG.U.htm
FCII,Franklin Clearbridge Sust Glbl Act ETF,21.44,21.44,21.44,254,http://eoddata.com//stockquote/TSX/FCII.htm
FCIL,Fidelity Intl Low Vol Index ETF,26.11,26.04,26.04,400,http://eoddata.com//stockquote/TSX/FCIL.htm
FCIM,Fidelity International Momentum Idx ETF,9.56,9.49,9.49,315,http://eoddata.com//stockquote/TSX/FCIM.htm
FCIQ,Fidelity Intl High Quality Index ETF,33.32,32.77,32.8,4325,http://eoddata.com//stockquote/TSX/FCIQ.htm
FCIQ.U,Fidelity Intl High Quality Index ETF USD,26.13,26.13,26.13,200,http://eoddata.com//stockquote/TSX/FCIQ.U.htm
FCIV,Fidelity International Value Index ETF,29.45,29.0,29.0,28879,http://eoddata.com//stockquote/TSX/FCIV.htm
FCLH,Fidelity US Low Vol Cur Ntrl Index ETF,37.07,36.92,36.92,300,http://eoddata.com//stockquote/TSX/FCLH.htm
FCMH,Fidelity US Momentum Cur Neut Index ETF,10.39,10.38,10.39,320,http://eoddata.com//stockquote/TSX/FCMH.htm
FCMI,Fidelity CDN Monthly High Income ETF,12.9,12.9,12.9,200,http://eoddata.com//stockquote/TSX/FCMI.htm
FCMO,Fidelity US Momentum Index ETF,9.94,9.72,9.72,5424,http://eoddata.com//stockquote/TSX/FCMO.htm
FCMO.U,Fidelity US Momentum Index ETF USD,7.62,7.62,7.62,100,http://eoddata.com//stockquote/TSX/FCMO.U.htm
FCQH,Fidelity US High Qlty Cur Ntrl Index ETF,42.28,42.28,42.28,100,http://eoddata.com//stockquote/TSX/FCQH.htm
FCR.UN,First Capital REIT Units,18.83,18.51,18.54,403773,http://eoddata.com//stockquote/TSX/FCR.UN.htm
FCRH,Fidelity US Div Rising Rates Cur Neu Idx,31.79,31.76,31.77,400,http://eoddata.com//stockquote/TSX/FCRH.htm
FCRR,Fidelity US Div For Rising Rates Idx ETF,31.64,31.58,31.58,1014,http://eoddata.com//stockquote/TSX/FCRR.htm
FCRR.U,Fidelityus Div For Risng Rt Idx ETF USD,25.83,25.82,25.83,5000,http://eoddata.com//stockquote/TSX/FCRR.U.htm
FCSB,Fidelity Canadian Short Term Corp Bd ETF,25.1,25.09,25.09,8800,http://eoddata.com//stockquote/TSX/FCSB.htm
FCSI,Franklin Clearbridge Sust Intl Act ETF,18.35,18.35,18.35,100,http://eoddata.com//stockquote/TSX/FCSI.htm
FCU,Fission Uranium Corp,0.79,0.74,0.74,1960233,http://eoddata.com//stockquote/TSX/FCU.htm
FCUD,Fidelity US High Div Index ETF,29.41,29.21,29.21,1025,http://eoddata.com//stockquote/TSX/FCUD.htm
FCUD.U,Fidelity US High Div Index ETF USD,23.17,23.17,23.17,1000,http://eoddata.com//stockquote/TSX/FCUD.U.htm
FCUH,Fidelity US High Div Cur Neu Idx ETF,28.53,28.53,28.53,100,http://eoddata.com//stockquote/TSX/FCUH.htm
FCUL,Fidelity US Low Vol Index ETF,36.2,35.86,35.86,1700,http://eoddata.com//stockquote/TSX/FCUL.htm
FCUQ,Fidelity US High Quality Index ETF,41.92,40.97,40.99,13741,http://eoddata.com//stockquote/TSX/FCUQ.htm
FCUQ.U,Fidelity US High Quality Index ETF USD,32.42,32.27,32.27,800,http://eoddata.com//stockquote/TSX/FCUQ.U.htm
FCUV,Fidelity US Value Index ETF,12.4,12.24,12.24,20225,http://eoddata.com//stockquote/TSX/FCUV.htm
FCUV.U,Fidelity US Value Index ETF USD,9.6,9.6,9.6,200,http://eoddata.com//stockquote/TSX/FCUV.U.htm
FCVH,Fidelity US Value Currency Neut Idx ETF,12.89,12.89,12.89,217,http://eoddata.com//stockquote/TSX/FCVH.htm
FDE,First Trust Alphadex Emg Mkt Div ETF CAD,16.07,16.07,16.07,148,http://eoddata.com//stockquote/TSX/FDE.htm
FDGE,Farmers Edge Inc,3.85,3.4,3.75,46088,http://eoddata.com//stockquote/TSX/FDGE.htm
FDL,First Trust Morningstar Div Ldrs ETF Hgd,30.72,30.72,30.72,350,http://eoddata.com//stockquote/TSX/FDL.htm
FDN,First Trust Dow Jones Internet ETF,18.6,18.5,18.5,737,http://eoddata.com//stockquote/TSX/FDN.htm
FDN.F,First Trust Dow Jones Internet ETF Hgd,13.99,13.99,13.99,3000,http://eoddata.com//stockquote/TSX/FDN.F.htm
FDV,CI First Asset Active CDN Divd ETF,11.67,11.5,11.58,1417,http://eoddata.com//stockquote/TSX/FDV.htm
FEBB.F,First Trust CBOE Vest US Eqty ETF Feb,36.16,35.62,35.62,7440,http://eoddata.com//stockquote/TSX/FEBB.F.htm
FEC,Frontera Energy Corp,12.32,11.8,12.23,194613,http://eoddata.com//stockquote/TSX/FEC.htm
FF,First Mining Gold Corp,0.2775,0.27,0.27,302692,http://eoddata.com//stockquote/TSX/FF.htm
FFH,Fairfax Financial Holdings Ltd,642.9,630.0,632.8,55014,http://eoddata.com//stockquote/TSX/FFH.htm
FFH.PR.C,Fairfax Fncl Holdings Ltd Pref Ser C,23.53,23.43,23.48,14869,http://eoddata.com//stockquote/TSX/FFH.PR.C.htm
FFH.PR.D,Fairfax Fncl Holdings Ltd Pref Ser D,23.2,23.2,23.2,100,http://eoddata.com//stockquote/TSX/FFH.PR.D.htm
FFH.PR.E,Fairfax Financial Hldngs Pref Ser E,17.91,17.9,17.9,200,http://eoddata.com//stockquote/TSX/FFH.PR.E.htm
FFH.PR.F,Fairfax Financial Holdings Pref Ser F,17.35,17.25,17.35,944,http://eoddata.com//stockquote/TSX/FFH.PR.F.htm
FFH.PR.G,Fairfax Financial Hldngs Pref Ser G,18.69,18.66,18.68,700,http://eoddata.com//stockquote/TSX/FFH.PR.G.htm
FFH.PR.H,Fairfax Fncl Holdings Ltd Pref Ser H,19.45,19.4,19.4,900,http://eoddata.com//stockquote/TSX/FFH.PR.H.htm
FFH.PR.I,Fairfax Financial Holdings Series I Pref,20.06,19.9,19.94,2300,http://eoddata.com//stockquote/TSX/FFH.PR.I.htm
FFH.PR.J,Fairfax Fncl Holdings Ltd Pref Ser J,20.88,20.8,20.88,560,http://eoddata.com//stockquote/TSX/FFH.PR.J.htm
FFH.PR.K,Fairfax Financial Holdings Pref Ser K,24.65,24.55,24.6,112275,http://eoddata.com//stockquote/TSX/FFH.PR.K.htm
FFH.PR.M,Fairfax Financial Holdings Pref Ser M,25.35,25.29,25.35,33152,http://eoddata.com//stockquote/TSX/FFH.PR.M.htm
FFH.U,Fairfax Financial Holdings Ltd USD,482.7,480.0,482.7,1200,http://eoddata.com//stockquote/TSX/FFH.U.htm
FFN,North American Financial 15 Split Corp,7.58,7.54,7.56,264710,http://eoddata.com//stockquote/TSX/FFN.htm
FFN.PR.A,North American Fin 15 Split Corp Pref,10.08,10.07,10.07,141063,http://eoddata.com//stockquote/TSX/FFN.PR.A.htm
FGB,CI First Asset Shrt Term Govt Bond Indx,18.53,18.53,18.53,1200,http://eoddata.com//stockquote/TSX/FGB.htm
FGGE,Franklin Global Growth Active ETF,20.88,20.88,20.88,111,http://eoddata.com//stockquote/TSX/FGGE.htm
FGO,CI First Asset Enhanced Govt Bond ETF,10.72,10.69,10.69,1710,http://eoddata.com//stockquote/TSX/FGO.htm
FGO.U,CI First Asset Enhanced Govt Bond ETF,10.8,10.8,10.8,125,http://eoddata.com//stockquote/TSX/FGO.U.htm
FGSG,Franklin Martin Currie Sus Glb Eq AC ETF,16.84,16.84,16.84,100,http://eoddata.com//stockquote/TSX/FGSG.htm
FHG,First Trust US Industrials ETF,38.51,38.51,38.51,638,http://eoddata.com//stockquote/TSX/FHG.htm
FHG.F,First Trust Ad US Industrials ETF,27.21,27.21,27.21,200,http://eoddata.com//stockquote/TSX/FHG.F.htm
FHH,First Trust US Health Care ETF,37.73,37.69,37.73,324,http://eoddata.com//stockquote/TSX/FHH.htm
FHH.F,First Trust Ad US Health Care ETF,30.21,30.21,30.21,100,http://eoddata.com//stockquote/TSX/FHH.F.htm
FHI,CI First Asset Hlth Care Giants Cov Call,11.76,11.67,11.68,29595,http://eoddata.com//stockquote/TSX/FHI.htm
FHI.B,CI First Asset Hlth Care Giants Cov Call,12.04,12.04,12.04,1203,http://eoddata.com//stockquote/TSX/FHI.B.htm
FHQ,First Trust US Technology ETF,67.82,67.82,67.82,175,http://eoddata.com//stockquote/TSX/FHQ.htm
FHQ.F,First Trust Ad US Technology ETF,42.92,42.92,42.92,1900,http://eoddata.com//stockquote/TSX/FHQ.F.htm
FIE,Ishares CDN Fin Mthly Income ETF,8.32,8.2,8.2,139988,http://eoddata.com//stockquote/TSX/FIE.htm
FIG,CI First Asset Investment Grade Bond ETF,10.34,10.31,10.32,7950,http://eoddata.com//stockquote/TSX/FIG.htm
FIG.U,CI First Asset Investment Grade Bond ETF,9.69,9.67,9.69,8000,http://eoddata.com//stockquote/TSX/FIG.U.htm
FIH.U,Fairfax India Holdings Corp USD,12.55,12.32,12.32,54654,http://eoddata.com//stockquote/TSX/FIH.U.htm
FIL,Filo Mining Corp,14.25,13.67,13.92,128983,http://eoddata.com//stockquote/TSX/FIL.htm
FINO,Franklin Innovation Active ETF,16.85,16.12,16.12,2303,http://eoddata.com//stockquote/TSX/FINO.htm
FINT,First Trust Intl Capital Strength ETF,24.71,24.71,24.71,110,http://eoddata.com//stockquote/TSX/FINT.htm
FIVE,Evolve SP 500 Cleanbeta Fund Hg ETF,20.75,20.75,20.75,131,http://eoddata.com//stockquote/TSX/FIVE.htm
FLBA,Franklin Liberty Core Balanced ETF,23.99,23.99,23.99,102,http://eoddata.com//stockquote/TSX/FLBA.htm
FLCI,Franklin Liberty CDN Invest Grd Corp ETF,18.74,18.74,18.74,203,http://eoddata.com//stockquote/TSX/FLCI.htm
FLCP,Franklin Liberty Core Plus Bond ETF,19.08,19.08,19.08,189,http://eoddata.com//stockquote/TSX/FLCP.htm
FLDM,Franklin Libertyqt Intl Eqt Index ETF,20.98,20.98,20.98,125,http://eoddata.com//stockquote/TSX/FLDM.htm
FLEM,Franklin Libertyqt Emerging Mkts Idx ETF,18.83,18.67,18.83,869,http://eoddata.com//stockquote/TSX/FLEM.htm
FLGA,Franklin Liberty Global Agg Bond ETF,20.22,20.08,20.08,1000,http://eoddata.com//stockquote/TSX/FLGA.htm
FLGD,Franklin Libertyqt Glb Dividend Idx ETF,24.42,24.41,24.42,300,http://eoddata.com//stockquote/TSX/FLGD.htm
FLI,CI First Asset US Cda Lifeco Income ETF,10.86,10.62,10.64,12386,http://eoddata.com//stockquote/TSX/FLI.htm
FLOW,Flow Beverage Corp,1.19,1.1,1.14,33851,http://eoddata.com//stockquote/TSX/FLOW.htm
FLOW.WT,Flow Beverage Corp,0.04,0.04,0.04,24500,http://eoddata.com//stockquote/TSX/FLOW.WT.htm
FLRM,Franklin Liberty Risk Mngd CDN Eqt ETF,24.54,24.53,24.53,441,http://eoddata.com//stockquote/TSX/FLRM.htm
FLSD,Franklin Liberty Short Duration Bond ETF,19.4,19.4,19.4,200,http://eoddata.com//stockquote/TSX/FLSD.htm
FLUI,Franklin Liberty US Invest Grd Corp ETF,20.74,20.74,20.74,200,http://eoddata.com//stockquote/TSX/FLUI.htm
FLUS,Franklin Libertyqt US Eqt Index ETF,31.41,31.14,31.14,2660,http://eoddata.com//stockquote/TSX/FLUS.htm
FLX,Purpose Glbl Flexible Credit Fnd ETF,7.6,7.54,7.6,2200,http://eoddata.com//stockquote/TSX/FLX.htm
FLX.U,Purpose Glbl Flexible Credit Fnd ETF USD,6.66,6.66,6.66,100,http://eoddata.com//stockquote/TSX/FLX.U.htm
FM,First Quantum Minerals Ltd,34.94,33.86,34.31,1065789,http://eoddata.com//stockquote/TSX/FM.htm
FN,First National Financial Corp,44.44,43.88,44.06,33969,http://eoddata.com//stockquote/TSX/FN.htm
FN.PR.A,First National Financial Corp Pref A,14.2,14.06,14.2,3800,http://eoddata.com//stockquote/TSX/FN.PR.A.htm
FN.PR.B,First National Financial Corp Pref B,14.38,14.3,14.38,1000,http://eoddata.com//stockquote/TSX/FN.PR.B.htm
FNV,Franco-Nevada Corp,187.8,183.0,187.1,496685,http://eoddata.com//stockquote/TSX/FNV.htm
FOOD,Goodfood Market Corp,2.89,2.74,2.75,138620,http://eoddata.com//stockquote/TSX/FOOD.htm
FOOD.DB,Goodfood Market Corp 5.75 Pct Debs,103.0,103.0,103.0,13000,http://eoddata.com//stockquote/TSX/FOOD.DB.htm
FOOD.DB.A,Goodfood Market Corp. 5.75%,96.6,96.5,96.5,81000,http://eoddata.com//stockquote/TSX/FOOD.DB.A.htm
FORA,Verticalscope Holdings Inc,21.01,20.04,20.44,5580,http://eoddata.com//stockquote/TSX/FORA.htm
FORZ,Forza Petroleum Ltd,0.3,0.28,0.29,7067,http://eoddata.com//stockquote/TSX/FORZ.htm
FOUR,Horizons Industry 4.0 Index ETF,46.7,46.7,46.7,275,http://eoddata.com//stockquote/TSX/FOUR.htm
FPR,CI First Asset Pref Share ETF,23.81,23.81,23.81,1059,http://eoddata.com//stockquote/TSX/FPR.htm
FQC,CI First Asset MSCI Can Quality Index,29.39,29.39,29.39,100,http://eoddata.com//stockquote/TSX/FQC.htm
FR,First Majestic Silver Corp Common,15.18,14.5,14.81,890602,http://eoddata.com//stockquote/TSX/FR.htm
FRII,Freshii Inc,1.95,1.85,1.9,25508,http://eoddata.com//stockquote/TSX/FRII.htm
FRU,Freehold Royalties Ltd,13.62,13.34,13.48,478566,http://eoddata.com//stockquote/TSX/FRU.htm
FRX,Fennec Pharmaceuticals Inc,6.29,6.16,6.29,2303,http://eoddata.com//stockquote/TSX/FRX.htm
FSB,CI First Asset Enhanced Sh Dur Bond ETF,9.8,9.79,9.79,94139,http://eoddata.com//stockquote/TSX/FSB.htm
FSB.U,CI First Asset Enhanced Sh Dur Bond ETF,9.96,9.96,9.96,1800,http://eoddata.com//stockquote/TSX/FSB.U.htm
FSEM,Franklin Martin Currie Sus EM Mk Act ETF,17.44,17.35,17.44,4600,http://eoddata.com//stockquote/TSX/FSEM.htm
FSF,CI First Asset Global Financial Sector,25.12,24.98,25.04,8600,http://eoddata.com//stockquote/TSX/FSF.htm
FSL,First Trust Senior Loan ETF,17.75,17.7,17.75,2515,http://eoddata.com//stockquote/TSX/FSL.htm
FSL.A,First Trust Senior Loan ETF Adv Cls,17.85,17.85,17.85,480,http://eoddata.com//stockquote/TSX/FSL.A.htm
FST,First Trust CDN Capital Strength ETF,40.85,40.74,40.74,366,http://eoddata.com//stockquote/TSX/FST.htm
FST.A,First Trust CDN Capital Strength ETF AC,33.98,33.75,33.75,2410,http://eoddata.com//stockquote/TSX/FST.A.htm
FSV,Firstservice Corp,179.3,175.0,176.1,183876,http://eoddata.com//stockquote/TSX/FSV.htm
FSY,Forsys Metals Corp,0.71,0.68,0.68,127959,http://eoddata.com//stockquote/TSX/FSY.htm
FSZ,Fiera Capital Corp,9.97,9.86,9.88,253270,http://eoddata.com//stockquote/TSX/FSZ.htm
FSZ.DB,Fiera Capital Corp 5.0 Pct Debs,101.8,101.8,101.8,8000,http://eoddata.com//stockquote/TSX/FSZ.DB.htm
FSZ.DB.A,Fiera Capital Corp 5.60 Pct Debs,104.3,103.2,103.2,208000,http://eoddata.com//stockquote/TSX/FSZ.DB.A.htm
FT,Fortune Mnrl J,0.14,0.14,0.14,180142,http://eoddata.com//stockquote/TSX/FT.htm
FTG,Firan Technology Group Corp,2.53,2.4,2.4,18850,http://eoddata.com//stockquote/TSX/FTG.htm
FTN,Financial 15 Split Corp,12.06,11.99,11.99,73800,http://eoddata.com//stockquote/TSX/FTN.htm
FTN.PR.A,Financial 15 Split Corp,10.57,10.55,10.56,10441,http://eoddata.com//stockquote/TSX/FTN.PR.A.htm
FTRP,Field Trip Health Ltd,1.92,1.82,1.88,44671,http://eoddata.com//stockquote/TSX/FTRP.htm
FTRP.WT,Field Trip Health Ltd WT,0.06,0.035,0.035,40000,http://eoddata.com//stockquote/TSX/FTRP.WT.htm
FTS,Fortis Inc,57.98,57.48,57.77,3550678,http://eoddata.com//stockquote/TSX/FTS.htm
FTS.PR.F,Fortis Inc Pref Shares Series F,24.4,24.4,24.4,211,http://eoddata.com//stockquote/TSX/FTS.PR.F.htm
FTS.PR.G,Fortis Inc First Pref Ser G,21.94,21.9,21.92,6400,http://eoddata.com//stockquote/TSX/FTS.PR.G.htm
FTS.PR.H,Fortis Inc Pref Ser H,16.75,16.69,16.69,1200,http://eoddata.com//stockquote/TSX/FTS.PR.H.htm
FTS.PR.I,Fortis Inc Pref Ser I,17.1,17.1,17.1,300,http://eoddata.com//stockquote/TSX/FTS.PR.I.htm
FTS.PR.J,Fortis Inc Pref Ser J,23.55,23.52,23.55,3226,http://eoddata.com//stockquote/TSX/FTS.PR.J.htm
FTS.PR.K,Fortis Inc Pref Ser K,21.0,20.85,20.85,2576,http://eoddata.com//stockquote/TSX/FTS.PR.K.htm
FTS.PR.M,Fortis Inc Pref Ser M,22.77,22.5,22.58,7500,http://eoddata.com//stockquote/TSX/FTS.PR.M.htm
FTT,Finning Intl,37.82,36.61,36.78,263441,http://eoddata.com//stockquote/TSX/FTT.htm
FTU,US Financial 15 Split Corp,0.54,0.51,0.51,25160,http://eoddata.com//stockquote/TSX/FTU.htm
FTU.PR.B,US Finl 15 Split 2012 Pref Sh,8.44,8.1,8.1,2000,http://eoddata.com//stockquote/TSX/FTU.PR.B.htm
FUD,First Trust Alphadex US Div ETF CAD Hdg,34.3,34.27,34.3,1627,http://eoddata.com//stockquote/TSX/FUD.htm
FUD.A,First Trust Value Line Div Idx ETF AC,33.42,33.42,33.42,100,http://eoddata.com//stockquote/TSX/FUD.A.htm
FURY,Fury Gold Mines Ltd,0.88,0.86,0.86,25933,http://eoddata.com//stockquote/TSX/FURY.htm
FVI,Fortuna Silver Mines Inc,4.88,4.52,4.8,856666,http://eoddata.com//stockquote/TSX/FVI.htm
FVI.DB.U,Fortuna Silver Mines Inc 4.65 Pct Debs,104.1,104.1,104.1,33000,http://eoddata.com//stockquote/TSX/FVI.DB.U.htm
FVL,Freegold Ventures Ltd,0.58,0.54,0.56,249471,http://eoddata.com//stockquote/TSX/FVL.htm
FWCP,Franklin Western Asset Core Bnd Actv ETF,19.78,19.78,19.78,100,http://eoddata.com//stockquote/TSX/FWCP.htm
FXC,Fax Capital Corp,3.94,3.85,3.85,5285,http://eoddata.com//stockquote/TSX/FXC.htm
G,Augusta Gold Corp,1.04,0.99,1.04,3613,http://eoddata.com//stockquote/TSX/G.htm
GATO,Gatos Silver Inc,4.22,4.01,4.07,57625,http://eoddata.com//stockquote/TSX/GATO.htm
GAU,Galiano Gold Inc,0.96,0.91,0.95,23110,http://eoddata.com//stockquote/TSX/GAU.htm
GBAL,Ishares ESG Balanced ETF,42.7,42.46,42.46,732,http://eoddata.com//stockquote/TSX/GBAL.htm
GBAR,Monarch Mining Corp,0.68,0.66,0.67,21019,http://eoddata.com//stockquote/TSX/GBAR.htm
GBT,Bmtc Group Inc,15.11,15.08,15.11,3400,http://eoddata.com//stockquote/TSX/GBT.htm
GCBD,Guardian Canadian Bond ETF,19.26,19.26,19.26,225,http://eoddata.com//stockquote/TSX/GCBD.htm
GCG,Guardian Capital,37.95,37.35,37.35,218,http://eoddata.com//stockquote/TSX/GCG.htm
GCG.A,Guardian Capital Group Ltd Cl A NV,38.5,36.51,36.51,1731,http://eoddata.com//stockquote/TSX/GCG.A.htm
GCL,Colabor Group Inc,0.7,0.68,0.68,36851,http://eoddata.com//stockquote/TSX/GCL.htm
GCM,Gran Colombia Gold Corp,5.78,5.6,5.67,424902,http://eoddata.com//stockquote/TSX/GCM.htm
GCM.WT.B,Gran Colombia Gold Corp WT B,3.58,3.58,3.58,980,http://eoddata.com//stockquote/TSX/GCM.WT.B.htm
GCNS,Ishares ESG Conservative Balanced ETF,40.33,40.14,40.14,2406,http://eoddata.com//stockquote/TSX/GCNS.htm
GCSC,Guardian Canadian Sector Controlled Equi,21.11,20.99,20.99,400,http://eoddata.com//stockquote/TSX/GCSC.htm
GDC,Genesis Land J,2.72,2.69,2.72,11002,http://eoddata.com//stockquote/TSX/GDC.htm
GDEP,Guardian Directed Equity Path ETF,20.52,20.5,20.5,4000,http://eoddata.com//stockquote/TSX/GDEP.htm
GDEP.B,Guardian Directed Equity Path ETF Unhdg,18.92,18.92,18.92,200,http://eoddata.com//stockquote/TSX/GDEP.B.htm
GDG.UN,Global Dividend Growers Income Fund,14.23,14.21,14.21,3200,http://eoddata.com//stockquote/TSX/GDG.UN.htm
GDI,Gdi Integrated Facility Services Inc,55.94,55.0,55.5,10024,http://eoddata.com//stockquote/TSX/GDI.htm
GDL,Goodfellow Inc,12.54,11.66,12.0,21152,http://eoddata.com//stockquote/TSX/GDL.htm
GDPY,Guardian Directed Premium Yield ETF,22.07,22.04,22.04,2700,http://eoddata.com//stockquote/TSX/GDPY.htm
GDPY.B,Guardian Directed Premium Yield ETF Uh,19.96,19.89,19.89,400,http://eoddata.com//stockquote/TSX/GDPY.B.htm
GDV,Global Dividend Growth Split Corp,11.93,11.71,11.74,40542,http://eoddata.com//stockquote/TSX/GDV.htm
GDV.PR.A,Global Dividend Growth Split Corp Pref A,10.3,10.26,10.3,8437,http://eoddata.com//stockquote/TSX/GDV.PR.A.htm
GEC.UN,Global Real Estate & E-Commerce Dividend,14.2,13.97,14.2,12700,http://eoddata.com//stockquote/TSX/GEC.UN.htm
GEI,Gibson Energy Inc,24.11,23.21,23.7,1119396,http://eoddata.com//stockquote/TSX/GEI.htm
GENM,Generation Mining Ltd,0.87,0.84,0.85,44954,http://eoddata.com//stockquote/TSX/GENM.htm
GEO,Geodrill Ltd,2.75,2.6,2.69,32839,http://eoddata.com//stockquote/TSX/GEO.htm
