Symbol,Name,High,Low,Close,Volume,URL
GEQT,Ishares ESG Equity ETF,46.85,45.9,45.96,5662,http://eoddata.com//stockquote/TSX/GEQT.htm
GFL,Gfl Environmental Inc,36.38,35.13,35.21,287087,http://eoddata.com//stockquote/TSX/GFL.htm
GFP,Greenfirst Forest Products Inc,2.16,2.09,2.13,77244,http://eoddata.com//stockquote/TSX/GFP.htm
GGA,Goldgroup Mining Inc,0.04,0.04,0.04,30000,http://eoddata.com//stockquote/TSX/GGA.htm
GGAC,Guardian Fundmntl All Country Equity ETF,20.15,20.07,20.07,3609,http://eoddata.com//stockquote/TSX/GGAC.htm
GGD,Gogold Resources Inc,2.95,2.82,2.9,971060,http://eoddata.com//stockquote/TSX/GGD.htm
GGEM,Guardian Fundmntl Emrgng Mkts Equity ETF,16.18,16.18,16.18,100,http://eoddata.com//stockquote/TSX/GGEM.htm
GGRO,Ishares ESG Growth ETF,45.02,44.16,44.17,1259,http://eoddata.com//stockquote/TSX/GGRO.htm
GH,Gamehost Inc,8.35,8.34,8.35,2888,http://eoddata.com//stockquote/TSX/GH.htm
GIB.A,CGI Group Inc Cl A Sv,105.0,102.0,102.0,494058,http://eoddata.com//stockquote/TSX/GIB.A.htm
GIGR,Guardian I3 Global REIT Hedg ETF,21.92,21.92,21.92,1000,http://eoddata.com//stockquote/TSX/GIGR.htm
GIGR.B,Guardian I3 Global REIT Unhedg ETF,20.72,20.72,20.72,1088,http://eoddata.com//stockquote/TSX/GIGR.B.htm
GIL,Gildan Activewear Inc,52.3,50.43,50.75,1755077,http://eoddata.com//stockquote/TSX/GIL.htm
GIQG,Guardian I3 Global Quality Growth ETF,23.43,23.43,23.43,300,http://eoddata.com//stockquote/TSX/GIQG.htm
GIQG.B,Guardian I3 Global Quality Growth ETF,21.63,21.2,21.2,1181,http://eoddata.com//stockquote/TSX/GIQG.B.htm
GIQU,Guardian I3 US Quality Growth Hedg ETF,23.51,23.47,23.47,3600,http://eoddata.com//stockquote/TSX/GIQU.htm
GIQU.B,Guardian I3 US Quality Growth Unhedg ETF,22.43,22.41,22.43,3300,http://eoddata.com//stockquote/TSX/GIQU.B.htm
GIVX,Givex Information Technology Group Ltd,1.05,0.98,1.02,168656,http://eoddata.com//stockquote/TSX/GIVX.htm
GLG,Glg Life Tech Corp,0.125,0.12,0.12,10233,http://eoddata.com//stockquote/TSX/GLG.htm
GLO,Global Atomic Corp,3.68,3.48,3.63,245329,http://eoddata.com//stockquote/TSX/GLO.htm
GLXY,Galaxy Digital Holdings Ltd,15.91,14.23,14.37,644806,http://eoddata.com//stockquote/TSX/GLXY.htm
GMTN,Gold Mountain Mining Corp,1.52,1.47,1.52,128195,http://eoddata.com//stockquote/TSX/GMTN.htm
GMX,Globex Mining Enterprises Inc,1.33,1.2,1.23,40679,http://eoddata.com//stockquote/TSX/GMX.htm
GOGR,Osisko Green Acquisition Limited Cl A,9.56,9.56,9.56,6900,http://eoddata.com//stockquote/TSX/GOGR.htm
GOGR.WT,Osisko Green Acquisition Limited  Wts,0.52,0.51,0.51,1000,http://eoddata.com//stockquote/TSX/GOGR.WT.htm
GOLD,Goldmining Inc,2.25,2.11,2.21,333968,http://eoddata.com//stockquote/TSX/GOLD.htm
GOOS,Canada Goose Holdings Inc,34.35,32.33,32.42,481385,http://eoddata.com//stockquote/TSX/GOOS.htm
GPR,Great Panther Silver Ltd,0.28,0.265,0.28,104104,http://eoddata.com//stockquote/TSX/GPR.htm
GRA,Nanoxplore Inc,4.3,4.08,4.08,354201,http://eoddata.com//stockquote/TSX/GRA.htm
GRC,Gold Springs Resource Corp,0.215,0.21,0.21,118000,http://eoddata.com//stockquote/TSX/GRC.htm
GRID,Tantalus Systems Holding Inc,1.69,1.66,1.66,1400,http://eoddata.com//stockquote/TSX/GRID.htm
GRN,Greenlane Renewables Inc,1.06,1.0,1.0,210902,http://eoddata.com//stockquote/TSX/GRN.htm
GRT.UN,Granite Real Estate Investment Trust,94.81,92.79,94.03,168761,http://eoddata.com//stockquote/TSX/GRT.UN.htm
GSC,Golden Star,4.99,4.96,4.96,124733,http://eoddata.com//stockquote/TSX/GSC.htm
GSV,Gold Standard Ventures Corp,0.51,0.48,0.51,231368,http://eoddata.com//stockquote/TSX/GSV.htm
GSY,Goeasy Ltd,148.3,142.5,143.1,66551,http://eoddata.com//stockquote/TSX/GSY.htm
GTE,Gran Tierra Energy Inc,1.73,1.64,1.67,1369875,http://eoddata.com//stockquote/TSX/GTE.htm
GTMS,Greenbrook Tms Inc,4.19,3.85,3.85,700,http://eoddata.com//stockquote/TSX/GTMS.htm
GUD,Knight Therapeutics Inc,5.47,5.4,5.4,58044,http://eoddata.com//stockquote/TSX/GUD.htm
GURU,Guru Organic Energy Corp,11.34,10.61,10.73,9162,http://eoddata.com//stockquote/TSX/GURU.htm
GVC,Glacier Media Inc,0.38,0.38,0.38,2118,http://eoddata.com//stockquote/TSX/GVC.htm
GWO,Great-West Lifeco Inc,39.36,38.53,38.63,11108790,http://eoddata.com//stockquote/TSX/GWO.htm
GWO.PR.G,Great-West Lifeco Inc Pr. G,25.26,25.18,25.18,2093,http://eoddata.com//stockquote/TSX/GWO.PR.G.htm
GWO.PR.H,Great-West Lifeco Inc 4.85 % Pr.Ser H,24.7,24.65,24.65,3906,http://eoddata.com//stockquote/TSX/GWO.PR.H.htm
GWO.PR.I,Great-West Lifeco Inc Prf Series I,23.56,23.5,23.5,1111,http://eoddata.com//stockquote/TSX/GWO.PR.I.htm
GWO.PR.L,Great-West Lifeco Inc Pref Ser L,25.58,25.55,25.55,5479,http://eoddata.com//stockquote/TSX/GWO.PR.L.htm
GWO.PR.M,Great West Lifeco Pref Ser M,25.84,25.7,25.71,6273,http://eoddata.com//stockquote/TSX/GWO.PR.M.htm
GWO.PR.N,Great West Lifeco Inc Pref Srs N,17.0,16.96,16.96,3619,http://eoddata.com//stockquote/TSX/GWO.PR.N.htm
GWO.PR.P,Great West Lifeco Inc 5.4 Pct Pref Sh,25.46,25.31,25.31,1809,http://eoddata.com//stockquote/TSX/GWO.PR.P.htm
GWO.PR.Q,Great West Lifeco Pref Ser Q,25.24,25.11,25.11,3828,http://eoddata.com//stockquote/TSX/GWO.PR.Q.htm
GWO.PR.R,Great West Lifeco Inc Ser R,24.64,24.45,24.47,2330,http://eoddata.com//stockquote/TSX/GWO.PR.R.htm
GWO.PR.S,Great West Lifeco Pref Ser S,25.49,25.4,25.4,2196,http://eoddata.com//stockquote/TSX/GWO.PR.S.htm
GWO.PR.T,Great West Lifeco Pref Ser T,25.6,25.47,25.47,2439,http://eoddata.com//stockquote/TSX/GWO.PR.T.htm
GWO.PR.Y,Great-West Lifeco Inc.,24.25,24.01,24.01,4500,http://eoddata.com//stockquote/TSX/GWO.PR.Y.htm
GWR,Global Water Resources Inc,19.29,19.28,19.28,200,http://eoddata.com//stockquote/TSX/GWR.htm
GXE,Gear Energy Ltd,1.5,1.44,1.46,2024282,http://eoddata.com//stockquote/TSX/GXE.htm
H,Hydro One Ltd,31.21,30.77,30.92,1238299,http://eoddata.com//stockquote/TSX/H.htm
HAB,Horizons Active Corporate Bond ETF,10.47,10.44,10.47,2705,http://eoddata.com//stockquote/TSX/HAB.htm
HAC,Horizons Seasonal Rotation ETF,25.55,25.27,25.31,4568,http://eoddata.com//stockquote/TSX/HAC.htm
HAD,Horizons Active CDN Bond ETF,9.78,9.73,9.73,1055,http://eoddata.com//stockquote/TSX/HAD.htm
HAEB,Horizons Active ESG Corporate Bond ETF,9.46,9.46,9.46,323,http://eoddata.com//stockquote/TSX/HAEB.htm
HAF,Horizons Active Global Fixed Income ETF,7.5,7.5,7.5,100,http://eoddata.com//stockquote/TSX/HAF.htm
HAI,Haivision Systems Inc,6.0,5.83,5.98,36538,http://eoddata.com//stockquote/TSX/HAI.htm
HAL,Horizons Active CDN Dividend ETF,20.61,20.44,20.44,9211,http://eoddata.com//stockquote/TSX/HAL.htm
HARB,Horizons Tactical Absolute Rtrn Bnd ETF,10.13,10.13,10.13,100,http://eoddata.com//stockquote/TSX/HARB.htm
HARB.U,Horizons Tctl Absolute Rtrn Bnd ETF USD,8.27,8.27,8.27,419,http://eoddata.com//stockquote/TSX/HARB.U.htm
HARC,Horizons Abs Return Global Currency ETF,22.47,22.47,22.47,100,http://eoddata.com//stockquote/TSX/HARC.htm
HAZ,Horizons Active Global Dividend ETF,27.72,27.45,27.45,4854,http://eoddata.com//stockquote/TSX/HAZ.htm
HBA,Hamilton Australian Banks Equal-Weight,23.22,22.88,22.88,973,http://eoddata.com//stockquote/TSX/HBA.htm
HBAL,Horizons Balanced Tri ETF,13.63,13.43,13.44,4147,http://eoddata.com//stockquote/TSX/HBAL.htm
HBB,Horizons CDN Select Universe Bond ETF,48.03,47.9,47.95,3563,http://eoddata.com//stockquote/TSX/HBB.htm
HBD,Betapro Gold Bullion 2X Daily Bear ETF,11.24,11.18,11.2,600,http://eoddata.com//stockquote/TSX/HBD.htm
HBF,Harvest Brand Leaders Plus Income ETF,11.21,10.97,10.97,58221,http://eoddata.com//stockquote/TSX/HBF.htm
HBF.B,Harvest Brand Leaders Plus Inc ETF Unh,11.39,11.39,11.39,1000,http://eoddata.com//stockquote/TSX/HBF.B.htm
HBF.U,Harvest Brand Leaders Plus Income ETF,12.12,12.1,12.1,4100,http://eoddata.com//stockquote/TSX/HBF.U.htm
HBGD,Horizons Big Data Hardware Idx ETF,23.05,23.05,23.05,578,http://eoddata.com//stockquote/TSX/HBGD.htm
HBGD.U,Horizons Big Data Hardware Idx ETF USD,18.14,18.14,18.14,200,http://eoddata.com//stockquote/TSX/HBGD.U.htm
HBIT,Betapro Bitcoin ETF,5.99,5.78,5.78,6312,http://eoddata.com//stockquote/TSX/HBIT.htm
HBIT.U,Betapro Bitcoin ETF USD,5.34,5.34,5.34,100,http://eoddata.com//stockquote/TSX/HBIT.U.htm
HBL.UN,Brand Leaders Income Fund,12.2,12.19,12.2,2000,http://eoddata.com//stockquote/TSX/HBL.UN.htm
HBLK,Blockchain Technologies ETF,17.19,16.35,16.39,13150,http://eoddata.com//stockquote/TSX/HBLK.htm
HBM,Hudbay Minerals Inc,9.98,9.7,9.82,1062417,http://eoddata.com//stockquote/TSX/HBM.htm
HBP,Helix Biopharm,0.27,0.255,0.255,6366,http://eoddata.com//stockquote/TSX/HBP.htm
HBU,Betapro Gold Bullion 2X Daily Bull ETF,12.44,12.39,12.44,40335,http://eoddata.com//stockquote/TSX/HBU.htm
HBUG,Horizons Gx Cybersecurity Index ETF Clas,23.1,22.64,22.64,291,http://eoddata.com//stockquote/TSX/HBUG.htm
HCA,Hamilton Canadian Bank Mean Reversion,26.5,26.3,26.32,6786,http://eoddata.com//stockquote/TSX/HCA.htm
HCAL,Hamilton Canadian Bank ETF,27.7,27.19,27.28,196389,http://eoddata.com//stockquote/TSX/HCAL.htm
HCG,Home Capital Group Inc,38.22,37.36,37.51,208988,http://eoddata.com//stockquote/TSX/HCG.htm
HCLN,Harvest Clean Energy ETF,12.51,12.19,12.19,8326,http://eoddata.com//stockquote/TSX/HCLN.htm
HCON,Horizons Conservative Tri ETF,13.0,12.71,12.71,1456,http://eoddata.com//stockquote/TSX/HCON.htm
HCRE,Horizons Eql Wght Can REIT Index ETF,29.46,29.45,29.45,1102,http://eoddata.com//stockquote/TSX/HCRE.htm
HDGE,Accelerate Absolute Return Hdg Fund ETF,20.66,20.59,20.59,1000,http://eoddata.com//stockquote/TSX/HDGE.htm
HDI,Hardwoods Distribution Inc,42.42,40.82,41.0,64833,http://eoddata.com//stockquote/TSX/HDI.htm
HDIF,Harvest Diversified Monthly Income ETF,9.89,9.6,9.61,69969,http://eoddata.com//stockquote/TSX/HDIF.htm
HDIV,Hamilton Enhanced Multi-Sector Covered,17.78,17.52,17.55,65159,http://eoddata.com//stockquote/TSX/HDIV.htm
HDOC,Horizons Gx Telemedicine and Digital Hea,21.79,21.41,21.41,228,http://eoddata.com//stockquote/TSX/HDOC.htm
HE,Hanwei Energy Services Corp,0.015,0.015,0.015,15000,http://eoddata.com//stockquote/TSX/HE.htm
HEA,Horizons Enhd Income US Equity ETF,19.41,19.41,19.41,973,http://eoddata.com//stockquote/TSX/HEA.htm
HEA.U,Horizons Enhd Income US Equity USD ETF,14.85,14.75,14.75,1550,http://eoddata.com//stockquote/TSX/HEA.U.htm
HEAL,Purpose Healthcare Innovation Yield ETF,20.05,20.05,20.05,500,http://eoddata.com//stockquote/TSX/HEAL.htm
HED,Betapro S&P TSX Cap Engy 2X Dly Bear ETF,3.81,3.66,3.77,148453,http://eoddata.com//stockquote/TSX/HED.htm
HEE,Horizons Enhanced Income Energy ETF,11.09,10.95,10.98,6244,http://eoddata.com//stockquote/TSX/HEE.htm
HEF,Horizons Enhanced Income Fin ETF,9.59,9.43,9.43,3675,http://eoddata.com//stockquote/TSX/HEF.htm
HEJ,Horizons Enhd Inc Intl Equity ETF,5.64,5.62,5.62,323,http://eoddata.com//stockquote/TSX/HEJ.htm
HEMB,Horizons Active Emerging Mkts Bond ETF,9.25,9.25,9.25,200,http://eoddata.com//stockquote/TSX/HEMB.htm
HEMC,Horizons Emerging Markets Leaders ETF,8.54,8.54,8.54,1000,http://eoddata.com//stockquote/TSX/HEMC.htm
HEP,Horizons Enhanced Income Gold Prod ETF,29.74,29.0,29.59,30826,http://eoddata.com//stockquote/TSX/HEP.htm
HERO,Evolve E Gaming Index ETF,30.79,30.26,30.26,5030,http://eoddata.com//stockquote/TSX/HERO.htm
HEU,Betapro S&P TSX Cap Engy 2X Dly Bull ETF,36.87,35.43,35.74,122464,http://eoddata.com//stockquote/TSX/HEU.htm
HEWB,Horizons Eql Wght Can Banks Index ETF,33.59,33.26,33.26,4829,http://eoddata.com//stockquote/TSX/HEWB.htm
HEX,Horizons Enhanced Income Equity ETF,7.03,7.03,7.03,129,http://eoddata.com//stockquote/TSX/HEX.htm
HEXO,Hexo Corp,0.76,0.67,0.67,2131210,http://eoddata.com//stockquote/TSX/HEXO.htm
HEXO.WT,Hexo Corp WT,0.005,0.005,0.005,25000,http://eoddata.com//stockquote/TSX/HEXO.WT.htm
HEXO.WT.A,Hexo Corp. WT,0.01,0.01,0.01,20500,http://eoddata.com//stockquote/TSX/HEXO.WT.A.htm
HFD,Betapro S&P TSX Cap Fncl 2X Dly Bear ETF,4.74,4.58,4.74,19800,http://eoddata.com//stockquote/TSX/HFD.htm
HFG,Hamilton Global Financials ETF,22.46,22.3,22.3,2811,http://eoddata.com//stockquote/TSX/HFG.htm
HFIN,Hamilton Enhanced Canadian Financials Et,16.47,16.1,16.12,20420,http://eoddata.com//stockquote/TSX/HFIN.htm
HFPC.U,Helios Fairfax Partners Corp,3.51,3.33,3.34,2319,http://eoddata.com//stockquote/TSX/HFPC.U.htm
HFR,Horizons Active Floating Rate Bond ETF,9.98,9.98,9.98,18091,http://eoddata.com//stockquote/TSX/HFR.htm
HFT,Hamilton Financials Innovation ETF,17.66,17.66,17.66,100,http://eoddata.com//stockquote/TSX/HFT.htm
HFU,Betapro S&P TSX Cap Fncl 2X Dly Bull ETF,24.25,23.44,23.44,4804,http://eoddata.com//stockquote/TSX/HFU.htm
HGD,Betapro CDN Gold Miners 2X Dly Bear ETF,7.21,6.83,6.92,280228,http://eoddata.com//stockquote/TSX/HGD.htm
HGGB,Horizons SP Green Bond Index ETF,24.2,24.2,24.2,400,http://eoddata.com//stockquote/TSX/HGGB.htm
HGGG,Harvest Global Gold Giants Index ETF,28.43,27.85,28.42,17000,http://eoddata.com//stockquote/TSX/HGGG.htm
HGR,Harvest Global REIT Leaders Income ETF,8.76,8.63,8.63,6826,http://eoddata.com//stockquote/TSX/HGR.htm
HGRO,Horizons Growth Tri ETF,13.94,13.57,13.58,35452,http://eoddata.com//stockquote/TSX/HGRO.htm
HGU,Betapro CDN Gold Miners 2X Dly Bull ETF,18.96,17.93,18.74,213264,http://eoddata.com//stockquote/TSX/HGU.htm
HGY,Horizons Gold Yield ETF,5.38,5.11,5.18,342266,http://eoddata.com//stockquote/TSX/HGY.htm
HHL,Harvest Healthcare Leaders Income ETF,8.35,8.25,8.25,148922,http://eoddata.com//stockquote/TSX/HHL.htm
HHL.B,Harvest Healthcare Leaders Inc ETF Unh,8.38,8.28,8.28,2946,http://eoddata.com//stockquote/TSX/HHL.B.htm
HHL.U,Harvest Healthcare Leaders Income ETF,8.62,8.56,8.56,684,http://eoddata.com//stockquote/TSX/HHL.U.htm
HIG,Brompton Global Healthcare Inc & Gth ETF,9.63,9.54,9.55,5701,http://eoddata.com//stockquote/TSX/HIG.htm
HIG.U,Brompton Gbl Health Inc Growth ETF USD,10.11,10.1,10.11,2900,http://eoddata.com//stockquote/TSX/HIG.U.htm
HIU,Betapro Sp500 Daily Inverse ETF,14.39,14.02,14.39,33754,http://eoddata.com//stockquote/TSX/HIU.htm
HIX,Betapro S&P TSX 60 Daily Inverse ETF,7.22,7.14,7.22,8586,http://eoddata.com//stockquote/TSX/HIX.htm
HLF,High Liner,13.6,12.67,12.93,83238,http://eoddata.com//stockquote/TSX/HLF.htm
HLIT,Horizons Global Lithium Producer Idx ETF,35.16,34.63,34.63,894,http://eoddata.com//stockquote/TSX/HLIT.htm
HLPR,Horizons Laddered CDN Pref Index ETF,26.05,25.92,25.92,8433,http://eoddata.com//stockquote/TSX/HLPR.htm
HLS,Hls Therapeutics Inc,14.1,13.79,14.1,455,http://eoddata.com//stockquote/TSX/HLS.htm
HMJI,Betapro Marijuana Cos Inverse ETF,24.1,23.32,24.1,4359,http://eoddata.com//stockquote/TSX/HMJI.htm
HMJU,Betapro Marijuana Cos 2X Daily Bull ETF,13.48,12.03,12.03,6750,http://eoddata.com//stockquote/TSX/HMJU.htm
HMM.A,Hammond Manufacturing Co. Ltd Cl A. Sv,3.85,3.85,3.85,5526,http://eoddata.com//stockquote/TSX/HMM.A.htm
HMMJ,Horizons Marijuana Life Sciences ETF,5.37,5.17,5.17,113105,http://eoddata.com//stockquote/TSX/HMMJ.htm
HMMJ.U,Horizons Marijuana Life Sciences Idx USD,4.22,4.22,4.22,1000,http://eoddata.com//stockquote/TSX/HMMJ.U.htm
HMP,Horizons Active CDN Municipal Bond ETF,9.68,9.65,9.68,2000,http://eoddata.com//stockquote/TSX/HMP.htm
HND,Betapro Nat Gas 2X Daily Bear ETF,11.73,10.93,11.46,1421578,http://eoddata.com//stockquote/TSX/HND.htm
HNU,Betapro Nat Gas 2X Daily Bull ETF,13.78,12.96,13.2,1513020,http://eoddata.com//stockquote/TSX/HNU.htm
HOD,Betapro Crude Oil 2X Daily Bear ETF,5.0,4.74,4.91,1328834,http://eoddata.com//stockquote/TSX/HOD.htm
HOG,Horizons CDN Midstream Oil Gas ETF,9.29,9.18,9.18,8001,http://eoddata.com//stockquote/TSX/HOG.htm
HOM.DB.U,Bsr REIT 5.0 Pct Debs USD,126.0,126.0,126.0,6000,http://eoddata.com//stockquote/TSX/HOM.DB.U.htm
HOM.U,Bsr Real Estate Investment Trust,19.17,18.55,18.65,33039,http://eoddata.com//stockquote/TSX/HOM.U.htm
HOM.UN,Bsr Real Estate Investment Trust,24.23,23.63,23.71,17277,http://eoddata.com//stockquote/TSX/HOM.UN.htm
HOT.DB.V,American Hotel Income Prp REIT 6 Pct Deb,98.0,98.0,98.0,98999,http://eoddata.com//stockquote/TSX/HOT.DB.V.htm
HOT.U,American Hotel Income Properties REIT US,3.48,3.48,3.48,3600,http://eoddata.com//stockquote/TSX/HOT.U.htm
HOT.UN,American Hotel Income Properties REIT LP,4.46,4.38,4.44,70700,http://eoddata.com//stockquote/TSX/HOT.UN.htm
HOU,Betapro Crude Oil 2X Daily Bull ETF,20.12,19.08,19.44,701065,http://eoddata.com//stockquote/TSX/HOU.htm
HPF,Harvest Energy Leaders Plus Income ETF,3.24,3.2,3.2,14084,http://eoddata.com//stockquote/TSX/HPF.htm
HPF.U,Harvest Energy Leaders Plus Income ETF,3.95,3.88,3.88,6750,http://eoddata.com//stockquote/TSX/HPF.U.htm
HPR,Horizons Active Pref Share ETF,9.51,9.46,9.47,49682,http://eoddata.com//stockquote/TSX/HPR.htm
HPS.A,Hammond Power Solutions Inc Cl A. Sv,12.38,11.75,11.75,8004,http://eoddata.com//stockquote/TSX/HPS.A.htm
HQD,Betapro Nasdaq 100 2X Daily Bear ETF,7.63,7.09,7.63,890420,http://eoddata.com//stockquote/TSX/HQD.htm
HQD.U,Betapro Nasdaq 100 2X Daily Bear ETF USD,5.79,5.65,5.79,200,http://eoddata.com//stockquote/TSX/HQD.U.htm
HQU,Betapro Nasdaq 100 2X Daily Bull ETF,15.09,13.96,13.98,645873,http://eoddata.com//stockquote/TSX/HQU.htm
HR.UN,H&R Real Estate Inv Trust,13.05,12.89,12.95,814485,http://eoddata.com//stockquote/TSX/HR.UN.htm
HRAA,Horizons Resolve Adptv Asset Alloc ETF,11.38,11.23,11.36,400,http://eoddata.com//stockquote/TSX/HRAA.htm
HRED,Betapro Eql Wgt CDN REIT 2X Dly Bear ETF,23.38,23.22,23.22,351,http://eoddata.com//stockquote/TSX/HRED.htm
HREU,Betapro Eql Wgt CDN REIT 2X Dly Bull ETF,24.5,24.5,24.5,250,http://eoddata.com//stockquote/TSX/HREU.htm
HRR.UN,Australian REIT Income Fund,11.96,11.8,11.81,800,http://eoddata.com//stockquote/TSX/HRR.UN.htm
HRX,Heroux-Devtek,16.96,16.43,16.43,27797,http://eoddata.com//stockquote/TSX/HRX.htm
HSAV,Horizons Cash Maximizer ETF,101.5,101.5,101.5,11608,http://eoddata.com//stockquote/TSX/HSAV.htm
HSD,Betapro Sp500 2X Daily Bear ETF,7.78,7.37,7.76,784872,http://eoddata.com//stockquote/TSX/HSD.htm
HSH,Horizons Sp500 CAD Hedged Index ETF,52.24,51.61,51.61,3063,http://eoddata.com//stockquote/TSX/HSH.htm
HSL,Horizons Active Float Rate Sen Loan ETF,9.27,9.27,9.27,100,http://eoddata.com//stockquote/TSX/HSL.htm
HSPN,Harvest Sports and Entertainment Idx ETF,15.1,15.1,15.1,239,http://eoddata.com//stockquote/TSX/HSPN.htm
HSPN.U,Harvest Sports and Entertainment ETF USD,14.28,14.28,14.28,100,http://eoddata.com//stockquote/TSX/HSPN.U.htm
HSU,Betapro Sp500 2X Daily Bull ETF,17.63,16.68,16.73,719879,http://eoddata.com//stockquote/TSX/HSU.htm
HSUV.U,Horizons USD Cash Maximizer ETF USD,100.4,100.4,100.4,450,http://eoddata.com//stockquote/TSX/HSUV.U.htm
HTA,Harvest Tech Achievers Growth & Income,16.0,15.39,15.41,52332,http://eoddata.com//stockquote/TSX/HTA.htm
HTA.B,Harvest Tech Achievers Grwth Inc ETF Unh,14.67,14.67,14.67,204,http://eoddata.com//stockquote/TSX/HTA.B.htm
HTA.U,Harvest Tech Achievers Growth & Income,16.41,16.03,16.03,2326,http://eoddata.com//stockquote/TSX/HTA.U.htm
HTB,Horizons US 7 To 10 Yr Treasury Bond ETF,57.57,57.37,57.57,4029,http://eoddata.com//stockquote/TSX/HTB.htm
HTB.U,Horizons US 7 To 10 Yr Treas Bd ETF USD,45.22,45.22,45.22,100,http://eoddata.com//stockquote/TSX/HTB.U.htm
HUBL,Harvest US Bank Leaders Income ETF,17.73,17.32,17.32,1317,http://eoddata.com//stockquote/TSX/HUBL.htm
HUBL.U,Harvest US Bank Leaders Income ETF USD,18.8,18.8,18.8,1000,http://eoddata.com//stockquote/TSX/HUBL.U.htm
HUC,Horizons Crude Oil ETF,19.5,19.31,19.36,107489,http://eoddata.com//stockquote/TSX/HUC.htm
HUF,Horizons Active US Float Rate Bd ETF CAD,12.73,12.73,12.73,100,http://eoddata.com//stockquote/TSX/HUF.htm
HUF.U,Horizons Active US Floating Rate Bd ETF,10.03,10.03,10.03,1000,http://eoddata.com//stockquote/TSX/HUF.U.htm
HUG,Horizons Gold ETF,15.67,15.6,15.67,3809,http://eoddata.com//stockquote/TSX/HUG.htm
HUL,Harvest US Equity Plus Income ETF,9.79,9.79,9.79,3800,http://eoddata.com//stockquote/TSX/HUL.htm
HUL.U,Harvest US Equity Plus Income ETF USD,10.65,10.65,10.65,100,http://eoddata.com//stockquote/TSX/HUL.U.htm
HULC,Horizons US Large Cap Index ETF,63.5,62.93,62.93,1120,http://eoddata.com//stockquote/TSX/HULC.htm
HULC.U,Horizons US Large Cap Index ETF USD,50.0,49.93,50.0,8000,http://eoddata.com//stockquote/TSX/HULC.U.htm
HUM,Hamilton U.S. Mid/Small-Cap Financials E,27.65,27.41,27.41,706,http://eoddata.com//stockquote/TSX/HUM.htm
HUM.U,Hamilton US Mid Small Cap Fincls ETF USD,22.01,21.82,21.82,700,http://eoddata.com//stockquote/TSX/HUM.U.htm
HUN,Horizons Natural Gas ETF,13.13,12.9,12.91,31138,http://eoddata.com//stockquote/TSX/HUN.htm
HURA,Horizons Global Uranium Index ETF,21.0,20.68,20.75,1985,http://eoddata.com//stockquote/TSX/HURA.htm
HUT,Hut 8 Mining Corp,7.5,6.82,6.86,2689793,http://eoddata.com//stockquote/TSX/HUT.htm
HUT.WT.A,Hut 8 Mining Corp WT A,5.05,5.0,5.0,413,http://eoddata.com//stockquote/TSX/HUT.WT.A.htm
HUTL,Harvest Eql Wght Glb Util Income ETF,19.28,19.15,19.21,17805,http://eoddata.com//stockquote/TSX/HUTL.htm
HUV,Betapro Sp500 VIX ST Ftrs ETF,11.47,10.51,11.43,698181,http://eoddata.com//stockquote/TSX/HUV.htm
HUZ,Horizons Silver ETF,11.74,11.62,11.7,3470,http://eoddata.com//stockquote/TSX/HUZ.htm
HVAX,Horizons Glbl Vaccs Infect Diseases ETF,20.42,20.42,20.42,400,http://eoddata.com//stockquote/TSX/HVAX.htm
HWF,Middlefield Health Wellness ETF,12.49,12.49,12.49,102,http://eoddata.com//stockquote/TSX/HWF.htm
HWO,High Arctic Energy Services Inc,1.72,1.62,1.7,30576,http://eoddata.com//stockquote/TSX/HWO.htm
HWX,Headwater Exploration Inc,7.07,6.89,6.92,1153400,http://eoddata.com//stockquote/TSX/HWX.htm
HXCN,Horizons SP TSX Capped Comp Index ETF,31.38,31.34,31.34,413,http://eoddata.com//stockquote/TSX/HXCN.htm
HXD,Betapro S&P TSX 60 2X Daily Bear ETF,6.9,6.72,6.89,346007,http://eoddata.com//stockquote/TSX/HXD.htm
HXDM,Horizons Intl Dev Mkts Equity Index ETF,38.3,38.19,38.19,432,http://eoddata.com//stockquote/TSX/HXDM.htm
HXDM.U,Horizons Intl Dev Mkts Eqty Idx USD ETF,30.76,30.74,30.76,2800,http://eoddata.com//stockquote/TSX/HXDM.U.htm
HXE,Horizons S&P TSX Capped Energy Index ETF,24.1,23.71,23.76,68309,http://eoddata.com//stockquote/TSX/HXE.htm
HXEM,Horizons Emerging Mkts Equity Index ETF,35.75,35.34,35.34,13766,http://eoddata.com//stockquote/TSX/HXEM.htm
HXF,Horizons S&P TSX Capped Fncl Index ETF,66.63,65.57,65.57,3887,http://eoddata.com//stockquote/TSX/HXF.htm
HXH,Horizons CDN High Dividend Index ETF,44.79,44.12,44.12,4531,http://eoddata.com//stockquote/TSX/HXH.htm
HXQ,Horizons Nasdaq 100 Index ETF,50.29,48.69,48.72,75704,http://eoddata.com//stockquote/TSX/HXQ.htm
HXQ.U,Horizons Nasdaq 100 Index ETF USD,38.7,38.3,38.41,18438,http://eoddata.com//stockquote/TSX/HXQ.U.htm
HXS,Horizons S&P 500 Index ETF,54.64,53.38,53.44,47582,http://eoddata.com//stockquote/TSX/HXS.htm
HXS.U,Horizons S&P 500 Index ETF USD,43.0,42.4,42.4,737,http://eoddata.com//stockquote/TSX/HXS.U.htm
